vehicle_id,vehicle_type,stop_id,cargo_type,x_km,y_km,arrival_hhmm,arrival_min,service_min,packages,has_hazard,expiration_min
G2-08,Camiones Medios con Rampa,G0348,general,7.43,12.04,10:08,249.0,3.0,2,False,
G2-08,Camiones Medios con Rampa,G0332,general,6.96,11.39,10:15,255.2,3.0,2,False,
G2-08,Camiones Medios con Rampa,G0324,general,6.09,12.11,10:22,262.7,3.5,3,False,
G2-08,Camiones Medios con Rampa,G0326,general,6.3,12.75,10:28,268.9,2.5,1,False,
G2-08,Camiones Medios con Rampa,G0334,general,6.9,12.96,10:33,274.0,3.5,3,True,
G2-08,Camiones Medios con Rampa,G0308,general,6.26,13.9,10:41,282.0,3.0,2,False,
G2-08,Camiones Medios con Rampa,G0313,general,5.56,13.22,10:48,288.9,3.5,3,False,
G2-08,Camiones Medios con Rampa,G0335,general,5.65,13.07,10:53,293.1,3.5,3,False,
G2-08,Camiones Medios con Rampa,G0344,general,5.34,14.65,11:03,303.0,3.5,3,False,
G2-08,Camiones Medios con Rampa,G0536,general,6.52,14.85,11:11,311.3,2.5,1,False,
G2-08,Camiones Medios con Rampa,G0311,general,7.07,14.84,11:16,316.0,3.5,3,False,
G2-08,Camiones Medios con Rampa,G0321,general,7.28,14.93,11:20,320.5,3.5,3,False,
G2-08,Camiones Medios con Rampa,G0329,general,7.17,15.16,11:24,325.0,3.0,2,False,
G2-08,Camiones Medios con Rampa,G0325,general,7.57,14.97,11:29,329.7,3.0,2,False,
G2-08,Camiones Medios con Rampa,G0337,general,7.62,15.18,11:33,333.6,3.5,3,False,
G2-08,Camiones Medios con Rampa,G0331,general,7.84,14.86,11:38,338.7,3.5,3,False,
G2-08,Camiones Medios con Rampa,G0342,general,8.01,15.54,11:44,344.9,3.0,2,False,
G2-08,Camiones Medios con Rampa,G0330,general,7.26,14.49,11:53,353.1,3.5,3,False,
G2-08,Camiones Medios con Rampa,G0316,general,8.49,14.15,12:01,361.7,3.0,2,False,
G2-08,Camiones Medios con Rampa,G0317,general,8.85,12.86,12:10,370.1,3.0,2,False,
G2-08,Camiones Medios con Rampa,G0346,general,8.53,12.08,12:16,376.4,3.5,3,False,
G2-08,Camiones Medios con Rampa,G0328,general,8.65,11.47,12:22,382.4,2.5,1,False,
G2-08,Camiones Medios con Rampa,G0322,general,8.56,11.08,12:26,386.5,3.0,2,False,
G2-08,Camiones Medios con Rampa,G0315,general,8.7,10.99,12:30,390.2,3.5,3,False,
G2-08,Camiones Medios con Rampa,G0318,general,5.18,10.01,12:48,408.3,2.5,1,False,
G2-09,Camiones Medios con Rampa,G0003,general,17.02,17.03,09:00,180,3.5,3,False,
G2-09,Camiones Medios con Rampa,G0435,general,17.28,16.84,09:04,184.8,3.0,2,False,
G2-09,Camiones Medios con Rampa,G0002,general,17.44,16.72,09:08,188.6,2.5,1,False,
G2-09,Camiones Medios con Rampa,G0363,general,17.13,17.36,09:13,193.9,3.5,3,False,
G2-09,Camiones Medios con Rampa,G0361,general,16.92,17.35,09:18,198.2,2.5,1,False,
G2-09,Camiones Medios con Rampa,G0024,general,16.4,17.57,09:23,203.0,3.5,3,True,
G2-09,Camiones Medios con Rampa,G0355,general,16.31,17.82,09:27,207.6,2.5,1,False,
G2-09,Camiones Medios con Rampa,G0350,general,15.88,17.75,09:31,211.8,2.5,1,False,
G2-09,Camiones Medios con Rampa,G0041,general,15.74,18.16,09:36,216.1,3.0,2,False,
G2-09,Camiones Medios con Rampa,G0001,general,15.49,18.22,09:40,220.1,2.5,1,False,
G2-09,Camiones Medios con Rampa,G0354,general,15.59,18.51,09:43,223.8,2.5,1,False,
G2-09,Camiones Medios con Rampa,G0569,general,15.86,18.64,09:47,227.5,3.5,3,False,
G2-09,Camiones Medios con Rampa,G0034,general,15.62,18.84,09:52,232.2,2.5,1,False,
G2-09,Camiones Medios con Rampa,G0356,general,15.55,19.01,09:55,235.5,2.5,1,False,
G2-09,Camiones Medios con Rampa,G0376,general,15.39,19.01,09:58,238.6,3.0,2,False,
G2-09,Camiones Medios con Rampa,G0362,general,15.86,19.27,10:03,243.8,2.5,1,False,
G2-09,Camiones Medios con Rampa,G0370,general,16.27,19.19,10:07,248.0,3.5,3,False,
G2-09,Camiones Medios con Rampa,G0009,general,16.61,19.3,10:12,252.9,3.5,3,True,
G2-09,Camiones Medios con Rampa,G0389,general,16.61,19.44,10:16,256.9,3.0,2,False,
G2-09,Camiones Medios con Rampa,G0016,general,16.49,19.48,10:20,260.4,3.0,2,False,
G2-09,Camiones Medios con Rampa,G0124,general,16.44,19.79,10:24,264.7,3.0,2,False,
G2-09,Camiones Medios con Rampa,G0360,general,16.27,19.92,10:28,268.6,2.5,1,False,
G2-09,Camiones Medios con Rampa,G0094,general,16.11,19.91,10:31,271.7,3.0,2,False,
G2-09,Camiones Medios con Rampa,G0042,general,15.77,19.71,10:36,276.3,3.5,3,False,
G2-09,Camiones Medios con Rampa,G0385,general,15.12,19.97,10:42,282.5,3.0,2,False,
G2-09,Camiones Medios con Rampa,G0383,general,15.0,19.65,10:46,286.9,3.5,3,False,
G2-09,Camiones Medios con Rampa,G0367,general,14.75,19.72,10:51,291.4,3.5,3,False,
G2-09,Camiones Medios con Rampa,G0364,general,14.69,19.55,10:55,295.7,2.5,1,False,
G2-09,Camiones Medios con Rampa,G0378,general,14.55,19.34,10:59,299.2,2.5,1,False,
G2-09,Camiones Medios con Rampa,G0106,general,14.0,20.22,11:05,305.9,3.0,2,False,
G2-09,Camiones Medios con Rampa,G0028,general,16.3,18.58,11:20,320.2,2.5,1,False,
G2-09,Camiones Medios con Rampa,G0366,general,16.62,18.66,11:23,324.0,3.0,2,False,
G2-09,Camiones Medios con Rampa,G0019,general,16.92,18.81,11:28,328.3,2.5,1,True,
G2-09,Camiones Medios con Rampa,G0571,general,16.93,18.78,11:30,330.9,3.5,3,False,
G2-09,Camiones Medios con Rampa,G0101,general,17.04,18.85,11:34,335.0,3.5,3,True,
G2-09,Camiones Medios con Rampa,G0386,general,17.08,18.5,11:39,339.9,3.0,2,True,
G2-09,Camiones Medios con Rampa,G0579,general,17.19,18.52,11:43,343.3,3.5,3,True,
G2-09,Camiones Medios con Rampa,G0031,general,17.51,18.85,11:48,348.7,2.5,1,False,
G2-09,Camiones Medios con Rampa,G0359,general,17.83,18.86,11:52,352.5,3.0,2,False,
G2-09,Camiones Medios con Rampa,G0351,general,17.9,18.95,11:55,355.9,3.5,3,False,
G2-09,Camiones Medios con Rampa,G0371,general,18.16,18.9,12:00,360.5,2.5,1,False,
G2-09,Camiones Medios con Rampa,G0119,general,17.79,18.6,12:04,364.9,3.0,2,False,
G2-09,Camiones Medios con Rampa,G0391,general,17.85,18.05,12:10,370.1,2.5,1,False,
G2-09,Camiones Medios con Rampa,G0388,general,17.68,19.55,12:18,378.6,2.5,1,False,
G2-09,Camiones Medios con Rampa,G0374,general,17.76,20.07,12:23,383.2,3.0,2,False,
G2-09,Camiones Medios con Rampa,G0118,general,17.96,20.2,12:27,387.2,3.5,3,False,
G2-09,Camiones Medios con Rampa,G0131,general,17.16,20.06,12:33,393.9,3.5,3,True,
G2-09,Camiones Medios con Rampa,G0352,general,16.89,19.55,12:39,399.8,2.5,1,False,
G2-10,Camiones Medios con Rampa,G0368,general,15.65,15.2,09:00,180,3.5,3,False,
G2-10,Camiones Medios con Rampa,G0413,general,16.27,15.39,09:06,186.1,3.0,2,False,
G2-10,Camiones Medios con Rampa,G0401,general,17.27,14.89,09:13,193.6,3.0,2,True,
G2-10,Camiones Medios con Rampa,G0408,general,17.24,14.35,09:18,198.7,3.5,3,True,
G2-10,Camiones Medios con Rampa,G0428,general,16.8,13.96,09:24,204.6,3.5,3,False,
G2-10,Camiones Medios con Rampa,G0425,general,17.58,13.85,09:31,211.2,2.5,1,False,
G2-10,Camiones Medios con Rampa,G0405,general,17.93,13.97,09:35,215.2,2.5,1,False,
G2-10,Camiones Medios con Rampa,G0423,general,18.12,13.88,09:38,218.5,3.5,3,False,
G2-10,Camiones Medios con Rampa,G0417,general,17.79,14.15,09:43,223.8,3.5,3,False,
G2-10,Camiones Medios con Rampa,G0403,general,18.41,13.55,09:50,230.7,3.0,2,False,
G2-10,Camiones Medios con Rampa,G0402,general,19.01,13.62,09:56,236.2,2.5,1,False,
G2-10,Camiones Medios con Rampa,G0398,general,19.73,13.24,10:01,241.9,3.5,3,False,
G2-10,Camiones Medios con Rampa,G0404,general,19.53,13.0,10:06,246.6,3.5,3,False,
G2-10,Camiones Medios con Rampa,G0409,general,19.28,12.44,10:12,252.6,2.5,1,False,
G2-10,Camiones Medios con Rampa,G0434,general,19.5,12.31,10:16,256.1,3.0,2,False,
G2-10,Camiones Medios con Rampa,G0394,general,18.89,11.85,10:22,262.2,3.5,3,False,
G2-10,Camiones Medios con Rampa,G0411,general,18.38,12.47,10:28,268.9,2.5,1,False,
G2-10,Camiones Medios con Rampa,G0432,general,17.7,13.18,10:35,275.3,2.5,1,False,
G2-10,Camiones Medios con Rampa,G0407,general,17.15,12.32,10:41,281.9,3.5,3,False,
G2-10,Camiones Medios con Rampa,G0430,general,16.76,12.16,10:47,287.0,3.0,2,True,
G2-10,Camiones Medios con Rampa,G0419,general,16.72,11.82,10:51,291.4,3.5,3,False,
G2-10,Camiones Medios con Rampa,G0421,general,15.79,12.03,10:58,298.7,3.5,3,False,
G2-10,Camiones Medios con Rampa,G0410,general,14.64,13.2,11:08,308.8,3.0,2,False,
G2-10,Camiones Medios con Rampa,G0025,general,14.49,13.63,11:13,313.6,3.0,2,False,
G2-10,Camiones Medios con Rampa,G0424,general,15.38,14.07,11:20,320.6,2.5,1,False,
G2-10,Camiones Medios con Rampa,G0400,general,17.4,16.15,11:34,334.7,3.5,3,False,
G2-10,Camiones Medios con Rampa,G0585,general,17.46,16.31,11:38,338.9,3.5,3,False,
G2-10,Camiones Medios con Rampa,G0353,general,17.83,16.18,11:43,343.9,2.5,1,False,
G2-10,Camiones Medios con Rampa,G0396,general,18.15,15.69,11:48,348.8,3.5,3,False,
G2-10,Camiones Medios con Rampa,G0406,general,18.6,15.66,11:54,354.1,2.5,1,False,
G2-10,Camiones Medios con Rampa,G0431,general,18.62,15.74,11:56,357.0,3.0,2,False,
G2-10,Camiones Medios con Rampa,G0575,general,18.46,16.02,12:01,361.2,3.0,2,False,
G2-10,Camiones Medios con Rampa,G0416,general,18.74,14.98,12:08,368.6,3.0,2,False,
G2-10,Camiones Medios con Rampa,G0427,general,18.65,14.74,12:12,372.6,2.5,1,False,
G2-10,Camiones Medios con Rampa,G0393,general,19.68,15.2,12:19,379.6,2.5,1,False,
G2-10,Camiones Medios con Rampa,G0426,general,19.85,13.75,12:27,388.0,3.0,2,True,
G2-10,Camiones Medios con Rampa,G0399,general,20.05,13.66,12:31,391.9,3.0,2,False,
G2-10,Camiones Medios con Rampa,G0395,general,20.8,13.94,12:38,398.1,3.5,3,False,
G2-10,Camiones Medios con Rampa,G0601,general,21.14,13.54,12:43,403.7,2.5,1,False,
G2-10,Camiones Medios con Rampa,G0433,general,20.42,12.76,12:50,410.4,3.5,3,True,
G2-10,Camiones Medios con Rampa,G0397,general,18.72,11.01,13:03,423.7,3.0,2,True,
G2-10,Camiones Medios con Rampa,G0418,general,17.61,11.43,13:11,431.4,2.5,1,True,
G2-10,Camiones Medios con Rampa,G0415,general,19.35,9.98,13:22,443.0,3.5,3,False,
G2-11,Camiones Medios con Rampa,G0468,general,22.25,16.63,09:00,180,2.5,1,False,
G2-11,Camiones Medios con Rampa,G0467,general,22.19,17.14,09:04,184.6,2.5,1,False,
G2-11,Camiones Medios con Rampa,G0454,general,22.6,17.04,09:08,188.7,3.5,3,False,
G2-11,Camiones Medios con Rampa,G0570,general,22.64,17.23,09:13,193.0,3.5,3,False,
G2-11,Camiones Medios con Rampa,G0599,general,22.7,17.37,09:17,197.1,3.0,2,True,
G2-11,Camiones Medios con Rampa,G0603,general,22.62,17.93,09:22,202.4,3.5,3,False,
G2-11,Camiones Medios con Rampa,G0476,general,23.17,18.02,09:28,208.1,3.0,2,False,
G2-11,Camiones Medios con Rampa,G0453,general,23.19,17.72,09:32,212.3,3.5,3,False,
G2-11,Camiones Medios con Rampa,G0461,general,23.35,17.6,09:36,216.6,2.5,1,False,
G2-11,Camiones Medios con Rampa,G0446,general,23.68,16.99,09:41,221.9,2.5,1,False,
G2-11,Camiones Medios con Rampa,G0445,general,23.46,16.73,09:45,225.7,3.0,2,True,
G2-11,Camiones Medios con Rampa,G0572,general,23.84,16.09,09:51,231.7,2.5,1,False,
G2-11,Camiones Medios con Rampa,G0478,general,24.53,16.6,09:57,237.7,3.0,2,False,
G2-11,Camiones Medios con Rampa,G0459,general,24.48,16.76,10:01,241.3,2.5,1,False,
G2-11,Camiones Medios con Rampa,G0465,general,24.85,17.35,10:06,246.6,3.0,2,True,
G2-11,Camiones Medios con Rampa,G0473,general,24.24,17.96,10:13,253.0,3.5,3,False,
G2-11,Camiones Medios con Rampa,G0477,general,24.05,18.33,10:18,258.2,3.0,2,False,
G2-11,Camiones Medios con Rampa,G0474,general,23.76,18.54,10:22,262.7,3.5,3,False,
G2-11,Camiones Medios con Rampa,G0448,general,23.74,18.6,10:26,266.4,2.5,1,False,
G2-11,Camiones Medios con Rampa,G0462,general,23.29,18.31,10:31,271.0,3.0,2,True,
G2-11,Camiones Medios con Rampa,G0466,general,22.96,18.67,10:36,276.0,2.5,1,False,
G2-11,Camiones Medios con Rampa,G0455,general,22.8,18.66,10:39,279.2,3.0,2,False,
G2-11,Camiones Medios con Rampa,G0600,general,22.64,18.61,10:42,282.8,2.5,1,False,
G2-11,Camiones Medios con Rampa,G0568,general,22.25,18.59,10:46,286.9,2.5,1,False,
G2-11,Camiones Medios con Rampa,G0450,general,22.06,18.83,10:50,290.6,3.5,3,False,
G2-11,Camiones Medios con Rampa,G0457,general,21.84,19.15,10:55,295.7,3.0,2,False,
G2-11,Camiones Medios con Rampa,G0470,general,21.5,19.2,11:00,300.1,3.0,2,False,
G2-11,Camiones Medios con Rampa,G0443,general,21.24,19.85,11:05,305.8,2.5,1,False,
G2-11,Camiones Medios con Rampa,G0451,general,22.6,19.09,11:14,314.6,3.0,2,False,
G2-11,Camiones Medios con Rampa,G0458,general,23.24,19.38,11:20,320.4,2.5,1,False,
G2-11,Camiones Medios con Rampa,G0460,general,23.74,19.2,11:24,325.0,3.0,2,False,
G2-11,Camiones Medios con Rampa,G0447,general,23.92,19.39,11:29,329.0,3.5,3,True,
G2-11,Camiones Medios con Rampa,G0472,general,23.74,19.59,11:33,333.6,3.5,3,False,
G2-11,Camiones Medios con Rampa,G0444,general,24.44,19.5,11:39,340.0,3.5,3,False,
G2-11,Camiones Medios con Rampa,G0471,general,24.79,18.95,11:46,346.1,3.5,3,False,
G2-11,Camiones Medios con Rampa,G0452,general,24.51,18.77,11:50,350.9,2.5,1,False,
G2-11,Camiones Medios con Rampa,G0441,general,25.61,19.49,11:58,358.7,3.0,2,False,
G2-11,Camiones Medios con Rampa,G0437,general,25.32,19.82,12:03,363.4,2.5,1,False,
G2-11,Camiones Medios con Rampa,G0469,general,25.23,19.89,12:06,366.3,3.0,2,False,
G2-11,Camiones Medios con Rampa,G0464,general,24.44,20.64,12:13,373.7,2.5,1,False,
G2-11,Camiones Medios con Rampa,G0439,general,25.1,21.11,12:19,379.5,2.5,1,False,
G2-11,Camiones Medios con Rampa,G0463,general,23.17,20.11,12:30,390.7,3.5,3,False,
G2-11,Camiones Medios con Rampa,G0475,general,26.17,18.76,12:47,407.3,3.5,3,False,
G2-11,Camiones Medios con Rampa,G0438,general,26.41,19.35,12:53,413.4,2.5,1,False,
G2-11,Camiones Medios con Rampa,G0442,general,26.08,16.61,13:06,426.9,3.5,3,False,
G2-12,Camiones Medios con Rampa,G0495,general,9.33,20.56,09:00,180,3.5,3,False,
G2-12,Camiones Medios con Rampa,G0228,general,9.24,20.55,09:03,183.9,3.5,3,False,
G2-12,Camiones Medios con Rampa,G0489,general,9.3,21.04,09:09,189.3,3.0,2,False,
G2-12,Camiones Medios con Rampa,G0247,general,9.14,21.56,09:14,194.5,2.5,1,False,
G2-12,Camiones Medios con Rampa,G0079,general,9.48,21.68,09:18,198.5,3.5,3,False,
G2-12,Camiones Medios con Rampa,G0244,general,9.73,21.71,09:22,203.0,2.5,1,False,
G2-12,Camiones Medios con Rampa,G0253,general,9.81,21.86,09:26,206.2,2.5,1,False,
G2-12,Camiones Medios con Rampa,G0493,general,9.88,21.89,09:28,209.0,3.5,3,True,
G2-12,Camiones Medios con Rampa,G0255,general,9.99,22.11,09:33,213.4,3.5,3,False,
G2-12,Camiones Medios con Rampa,G0225,general,9.77,22.34,09:38,218.2,3.5,3,False,
G2-12,Camiones Medios con Rampa,G0252,general,9.53,22.55,09:42,223.0,3.0,2,False,
G2-12,Camiones Medios con Rampa,G0492,general,9.58,23.14,09:48,228.3,2.5,1,False,
G2-12,Camiones Medios con Rampa,G0504,general,9.52,23.33,09:51,231.7,3.0,2,False,
G2-12,Camiones Medios con Rampa,G0518,general,8.41,22.98,09:59,239.3,2.5,1,True,
G2-12,Camiones Medios con Rampa,G0496,general,8.39,22.52,10:03,243.7,2.5,1,False,
G2-12,Camiones Medios con Rampa,G0482,general,8.57,22.27,10:07,247.4,2.5,1,False,
G2-12,Camiones Medios con Rampa,G0511,general,8.28,22.13,10:11,251.2,3.5,3,False,
G2-12,Camiones Medios con Rampa,G0485,general,7.94,21.93,10:16,256.3,3.5,3,False,
G2-12,Camiones Medios con Rampa,G0510,general,7.64,21.71,10:21,261.3,3.0,2,True,
G2-12,Camiones Medios con Rampa,G0542,general,7.43,21.21,10:26,266.5,3.0,2,False,
G2-12,Camiones Medios con Rampa,G0235,general,8.24,21.35,10:32,272.7,3.5,3,False,
G2-12,Camiones Medios con Rampa,G0260,general,8.32,20.84,10:38,278.3,2.5,1,False,
G2-12,Camiones Medios con Rampa,G0481,general,8.44,20.57,10:41,282.0,3.0,2,False,
G2-12,Camiones Medios con Rampa,G0484,general,8.32,20.39,10:45,285.8,3.5,3,True,
G2-12,Camiones Medios con Rampa,G0240,general,8.21,20.25,10:50,290.0,2.5,1,False,
G2-12,Camiones Medios con Rampa,G0499,general,8.43,20.15,10:53,293.5,3.0,2,False,
G2-12,Camiones Medios con Rampa,G0555,general,8.74,20.29,10:57,297.9,3.5,3,True,
G2-12,Camiones Medios con Rampa,G0245,general,8.74,20.36,11:01,301.7,3.0,2,False,
G2-12,Camiones Medios con Rampa,G0541,general,8.16,19.91,11:07,307.7,3.5,3,False,
G2-12,Camiones Medios con Rampa,G0077,general,7.98,20.37,11:13,313.1,3.5,3,False,
G2-12,Camiones Medios con Rampa,G0559,general,7.94,20.4,11:16,316.8,2.5,1,False,
G2-12,Camiones Medios con Rampa,G0563,general,7.91,20.45,11:19,319.6,3.5,3,False,
G2-12,Camiones Medios con Rampa,G0254,general,7.69,20.41,11:23,324.0,2.5,1,True,
G2-12,Camiones Medios con Rampa,G0519,general,7.71,20.16,11:27,327.5,2.5,1,False,
G2-12,Camiones Medios con Rampa,G0520,general,5.96,21.27,11:38,338.2,3.5,3,True,
G2-12,Camiones Medios con Rampa,G0479,general,8.06,22.61,11:51,351.7,2.5,1,False,
G2-12,Camiones Medios con Rampa,G0507,general,8.31,23.54,11:58,358.1,3.0,2,False,
G2-12,Camiones Medios con Rampa,G0513,general,8.46,24.24,12:03,363.9,2.5,1,True,
G2-12,Camiones Medios con Rampa,G0500,general,8.13,24.69,12:08,368.7,3.0,2,False,
G2-12,Camiones Medios con Rampa,G0515,general,10.23,21.68,12:26,386.3,3.5,3,False,
G2-13,Camiones Medios con Rampa,G0494,general,9.09,18.0,09:00,180,3.0,2,False,
G2-13,Camiones Medios con Rampa,G0524,general,8.83,17.68,09:04,184.6,3.0,2,False,
G2-13,Camiones Medios con Rampa,G0539,general,8.48,18.07,09:09,189.7,3.0,2,False,
G2-13,Camiones Medios con Rampa,G0143,general,8.04,17.8,09:14,194.8,3.0,2,False,
G2-13,Camiones Medios con Rampa,G0546,general,7.95,17.84,09:18,198.2,2.5,1,False,
G2-13,Camiones Medios con Rampa,G0532,general,8.08,17.62,09:21,201.7,3.5,3,True,
G2-13,Camiones Medios con Rampa,G0527,general,8.35,17.11,09:27,207.5,3.0,2,False,
G2-13,Camiones Medios con Rampa,G0533,general,7.44,17.38,09:34,214.2,2.5,1,False,
G2-13,Camiones Medios con Rampa,G0540,general,7.4,17.69,09:38,218.0,3.5,3,False,
G2-13,Camiones Medios con Rampa,G0226,general,7.26,17.87,09:42,222.4,3.0,2,False,
G2-13,Camiones Medios con Rampa,G0548,general,7.16,18.13,09:46,226.5,3.0,2,True,
G2-13,Camiones Medios con Rampa,G0237,general,7.33,18.52,09:51,231.2,3.0,2,False,
G2-13,Camiones Medios con Rampa,G0525,general,7.25,18.77,09:55,235.3,3.0,2,False,
G2-13,Camiones Medios con Rampa,G0558,general,7.84,18.95,10:00,240.7,3.0,2,False,
G2-13,Camiones Medios con Rampa,G0488,general,8.11,19.2,10:05,245.2,3.5,3,True,
G2-13,Camiones Medios con Rampa,G0531,general,7.85,19.56,10:10,250.5,3.0,2,False,
G2-13,Camiones Medios con Rampa,G0514,general,8.57,19.11,10:16,256.9,3.5,3,False,
G2-13,Camiones Medios con Rampa,G0523,general,8.25,18.7,10:22,262.5,3.0,2,True,
G2-13,Camiones Medios con Rampa,G0550,general,7.79,18.47,10:27,267.6,2.5,1,False,
G2-13,Camiones Medios con Rampa,G0557,general,6.51,18.83,10:35,275.4,3.0,2,True,
G2-13,Camiones Medios con Rampa,G0562,general,6.22,17.93,10:42,282.2,2.5,1,False,
G2-13,Camiones Medios con Rampa,G0564,general,6.61,17.84,10:46,286.3,3.5,3,False,
G2-13,Camiones Medios con Rampa,G0535,general,6.93,17.33,10:52,292.2,3.0,2,False,
G2-13,Camiones Medios con Rampa,G0528,general,7.4,16.72,10:58,298.3,3.0,2,False,
G2-13,Camiones Medios con Rampa,G0529,general,7.81,16.32,11:03,303.6,2.5,1,False,
G2-13,Camiones Medios con Rampa,G0257,general,7.8,15.61,11:08,308.9,3.5,3,False,
G2-13,Camiones Medios con Rampa,G0552,general,6.63,15.82,11:17,317.2,2.5,1,False,
G2-13,Camiones Medios con Rampa,G0549,general,5.6,16.78,11:25,325.3,2.5,1,False,
G2-13,Camiones Medios con Rampa,G0551,general,5.04,17.06,11:30,330.3,3.0,2,True,
G2-13,Camiones Medios con Rampa,G0534,general,4.65,16.42,11:36,336.3,2.5,1,False,
G2-13,Camiones Medios con Rampa,G0522,general,4.25,18.71,11:48,348.0,2.5,1,False,
G2-13,Camiones Medios con Rampa,G0561,general,5.22,18.78,11:54,354.4,2.5,1,False,
G2-13,Camiones Medios con Rampa,G0545,general,5.22,18.89,11:57,357.4,3.5,3,False,
G2-13,Camiones Medios con Rampa,G0553,general,5.66,19.5,12:03,363.9,3.0,2,False,
G2-13,Camiones Medios con Rampa,G0530,general,5.97,19.7,12:08,368.4,2.5,1,False,
G2-13,Camiones Medios con Rampa,G0556,general,5.53,19.87,12:12,372.8,3.5,3,False,
G2-13,Camiones Medios con Rampa,G0538,general,6.15,20.15,12:18,379.0,2.5,1,False,
G2-13,Camiones Medios con Rampa,G0241,general,6.26,20.41,12:22,382.6,2.5,1,True,
G2-13,Camiones Medios con Rampa,G0547,general,4.45,19.83,12:32,392.8,3.0,2,True,
G2-14,Camiones Medios con Rampa,G0382,general,17.99,17.05,09:00,180,2.5,1,False,
G2-14,Camiones Medios con Rampa,G0357,general,18.22,17.25,09:03,183.7,3.5,3,False,
G2-14,Camiones Medios con Rampa,G0369,general,18.7,16.97,09:09,189.4,3.5,3,False,
G2-14,Camiones Medios con Rampa,G0567,general,18.88,16.92,09:13,193.7,2.5,1,False,
G2-14,Camiones Medios con Rampa,G0380,general,18.8,17.27,09:17,197.6,3.5,3,False,
G2-14,Camiones Medios con Rampa,G0573,general,18.7,17.67,09:22,202.7,3.0,2,False,
G2-14,Camiones Medios con Rampa,G0422,general,18.48,18.09,09:27,207.6,3.0,2,False,
G2-14,Camiones Medios con Rampa,G0576,general,18.44,18.22,09:31,211.2,2.5,1,False,
G2-14,Camiones Medios con Rampa,G0596,general,18.31,18.1,09:34,214.4,3.0,2,False,
G2-14,Camiones Medios con Rampa,G0588,general,18.3,17.93,09:38,218.1,2.5,1,False,
G2-14,Camiones Medios con Rampa,G0384,general,18.24,17.88,09:40,220.9,2.5,1,False,
G2-14,Camiones Medios con Rampa,G0592,general,18.73,18.19,09:45,225.7,2.5,1,False,
G2-14,Camiones Medios con Rampa,G0604,general,19.11,18.1,09:49,229.7,3.5,3,False,
G2-14,Camiones Medios con Rampa,G0565,general,19.24,17.82,09:54,234.5,3.0,2,False,
G2-14,Camiones Medios con Rampa,G0583,general,19.31,17.24,09:59,239.8,3.5,3,False,
G2-14,Camiones Medios con Rampa,G0594,general,19.3,16.94,10:04,244.5,2.5,1,False,
G2-14,Camiones Medios con Rampa,G0577,general,19.2,16.65,10:08,248.3,3.5,3,True,
G2-14,Camiones Medios con Rampa,G0587,general,19.44,16.35,10:13,253.3,3.0,2,False,
G2-14,Camiones Medios con Rampa,G0420,general,18.71,16.54,10:19,259.3,3.5,3,False,
G2-14,Camiones Medios con Rampa,G0429,general,18.57,16.27,10:24,264.0,3.0,2,True,
G2-14,Camiones Medios con Rampa,G0010,general,18.39,16.4,10:27,267.9,3.5,3,False,
G2-14,Camiones Medios con Rampa,G0595,general,20.08,16.83,10:38,278.4,3.5,3,False,
G2-14,Camiones Medios con Rampa,G0589,general,20.42,16.91,10:43,283.3,3.0,2,False,
G2-14,Camiones Medios con Rampa,G0412,general,20.58,16.77,10:47,287.2,3.5,3,False,
G2-14,Camiones Medios con Rampa,G0597,general,20.91,17.3,10:53,293.2,3.0,2,False,
G2-14,Camiones Medios con Rampa,G0581,general,20.63,17.5,10:57,297.6,3.0,2,False,
G2-14,Camiones Medios con Rampa,G0580,general,20.56,17.54,11:00,300.9,3.5,3,False,
G2-14,Camiones Medios con Rampa,G0590,general,20.42,18.22,11:07,307.2,2.5,1,False,
G2-14,Camiones Medios con Rampa,G0605,general,20.49,18.31,11:10,310.1,3.0,2,False,
G2-14,Camiones Medios con Rampa,G0602,general,20.35,18.58,11:14,314.3,3.0,2,False,
G2-14,Camiones Medios con Rampa,G0606,general,20.02,18.18,11:19,319.4,2.5,1,False,
G2-14,Camiones Medios con Rampa,G0566,general,19.96,18.11,11:22,322.3,2.5,1,False,
G2-14,Camiones Medios con Rampa,G0574,general,19.77,19.07,11:28,328.7,2.5,1,False,
G2-14,Camiones Medios con Rampa,G0598,general,20.56,19.46,11:34,334.7,3.5,3,False,
G2-14,Camiones Medios con Rampa,G0586,general,20.63,20.58,11:42,342.7,3.5,3,True,
G2-14,Camiones Medios con Rampa,G0090,general,18.91,20.35,11:53,353.2,3.0,2,False,
G2-14,Camiones Medios con Rampa,G0584,general,21.27,18.46,12:08,368.2,3.5,3,False,
G2-14,Camiones Medios con Rampa,G0578,general,21.46,18.34,12:12,372.6,3.0,2,False,
G2-14,Camiones Medios con Rampa,G0593,general,21.38,18.11,12:16,376.6,3.5,3,True,
G2-14,Camiones Medios con Rampa,G0440,general,21.24,17.98,12:20,380.9,2.5,1,False,
G2-14,Camiones Medios con Rampa,G0591,general,21.58,17.19,12:26,386.8,3.0,2,False,
G2-14,Camiones Medios con Rampa,G0449,general,21.95,16.78,12:32,392.0,2.5,1,False,
G2-14,Camiones Medios con Rampa,G0456,general,22.09,16.53,12:35,395.7,3.5,3,False,
G2-14,Camiones Medios con Rampa,G0436,general,22.14,16.55,12:39,399.4,3.5,3,False,
